type,title,kind,num_claims,series_code,Patent Number,Application Number,Filing Date,Grant Date,Abandonment Date,Entity Status,Application Status Category,Application Status Date,time to abandonment,abstract,inventor_country,assignee_country
utility,"Cathodoluminescent phosphor powders, methods for making phosphor powders and devices incorporating same",B2,37,11,6994802,11098175,4/4/2005,2/7/2006,3/7/2014,UNDISCOUNTED,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,3/10/2014,8.090410959,"Cathodoluminescent phosphor powders and a method for making phosphor powders. The phosphor powders have a small particle size, narrow particle size distribution and are substantially spherical. The method of the invention advantageously permits the economic production of such powders. The invention also relates to improved devices, such as cathodoluminescent display devices, incorporating the phosphor powders.",UNITED STATES,UNITED STATES
utility,Chemical vapor deposition apparatus and film deposition method,B2,3,11,6994887,11047725,2/2/2005,2/7/2006,3/7/2014,UNDISCOUNTED,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,3/10/2014,8.090410959,"A chemical vapor deposition apparatus has a vacuum processing chamber, a susceptor for holding a plurality of substrates each placed with a film deposition surface thereof facing downward; a heater disposed above the susceptor; a first barrier gas supply port for supplying a barrier gas to the upper surface of the susceptor; and a second barrier gas supply port for supplying the barrier gas to the upper surface of the heater. The barrier gas supplied from the first barrier gas supply port and the barrier gas supplied from the second barrier gas supply port have their flow rates controlled independently. By properly setting the ratio between the amount of the barrier gas supplied from the first barrier gas supply port and the amount of the barrier gas supplied from the second barrier gas supply port and the ratio between the amount of the barrier gas supplied and the amount of a raw material gas supplied, it becomes possible to form a film which is reduced in the number of particles adhered thereto.",UNITED STATES,UNITED STATES
utility,Scale control composition for high scaling environments,B2,5,11,6995120,11211269,8/25/2005,2/7/2006,3/5/2018,UNDISCOUNTED,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,3/5/2018,12.07945205,"Barium sulfate and/or calcium carbonate scale inhibitor composition composed of a water-soluble polymer having incorporated phosphate functionality, the polymer being formed from at least one ethylenically unsaturated carboxylic acid monomer, at least one ethylenically unsaturated vinyl sulfonate monomer, or a mixture thereof. The scale inhibitor composition can be used as a means of detecting inhibitor composition in downhole and topside oilfield treatments by means that are faster and more accurate than turbidometric measurement.",UNITED STATES,UNITED STATES
utility,Functionalized monomers for synthesis of rubbery polymers,B2,5,11,6995224,11043589,1/26/2005,2/7/2006,3/5/2018,UNDISCOUNTED,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,3/5/2018,12.07945205,"This invention discloses a process for synthesizing an amine functionalized monomer that comprises (1) reacting a secondary amine with a 2,3-dihalopropene to produce a vinyl halide containing secondary amine having a structural formula selected from the group consisting of wherein R and R′ can be the same or different and represent allyl, alkoxyl or alkyl groups containing from 1 to about 10 carbon atoms, and wherein X represents a halogen atom, and wherein m represents an integer from 4 to about 10, and wherein X represents a halogen atom; and (2) reacting the vinyl halide containing secondary amine with a vinyl magnesium halide to produce the monomer having a structural formula wherein R and R′ can be the same or different and represent alkyl, allyl or alkoxyl groups containing from 1 to about 10 carbon atoms, and wherein m represents an integer from about 4 to about 10.",UNITED STATES,UNITED STATES
utility,Methods of producing polyolefins and films therefrom,B1,18,11,6995235,11120008,5/2/2005,2/7/2006,3/5/2018,UNDISCOUNTED,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,3/5/2018,12.07945205,"Films and methods of forming films comprising first combining in a reactor olefins, a catalyst composition and an activator; wherein the activator is present from less than 50 wt % in a diluent by weight of the activator and diluent; followed by isolating a polyolefin having a density of from 0.940 to 0.980 g/cm3; and finally, extruding the polyolefin into a film having a gel count of less than 200 gels/m2.",UNITED STATES,UNITED STATES
utility,Synthesis of vinylsulfones,B2,13,11,6995287,11071710,3/3/2005,2/7/2006,3/7/2014,UNDISCOUNTED,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,3/10/2014,8.090410959,Disclosed is a process comprising reacting a primary alcohol sulfone with a reducing agent and a halogenating agent in the presence of an amide compound present in an amount of less than 1 part amide per part of primary alcohol sulfone to form a vinylsulfone.,UNITED STATES,UNITED STATES
utility,Double wire pass through seal with grommets,B1,32,11,6995317,11076287,3/9/2005,2/7/2006,3/8/2010,SMALL,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,3/8/2010,4.082191781,A double wire seal has a first grommet for sealing a conductor relative to a substrate having opposite sides and an opening therethrough for a conductor. The first grommet has axially opposite ends. A second grommet for sealing the conductor relative to a door panel having opposite ends and an opening therethrough for the conductor. The second grommet has axially opposite ends. The first grommet secures the conductor to the substrate. The second grommet secures the conductor to the door panel.,UNITED STATES,UNITED STATES
utility,Cord end cover,B2,7,11,6995319,11097304,4/4/2005,2/7/2006,3/7/2014,UNDISCOUNTED,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,3/10/2014,8.090410959,"A cord end cover includes a female member having a hollow shape with two open ends, and a male member having a leg part to be inserted into the female member from one open end of the female member, and a head part to be fitted into the one open end of the female member for covering the one open end at a final position of the insertion. A spike-like projection is formed on a side of the leg part of the male member along a direction of the insertion. When the leg part is inserted into the female member in a state in which the spike-like projection bites an end of a cord inserted into the female member from the other open end of the female member and drawn out from the one open end, the end of the cord is held between the spike-like projection and an inner surface of the female member.",UNITED STATES,UNITED STATES
utility,Horn switch gear and airbag system,B2,16,11,6995328,11084249,3/21/2005,2/7/2006,3/8/2010,UNDISCOUNTED,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,3/8/2010,4.082191781,"A horn switch gear includes a backward moving body, a stationary body, a biasing member, and a pair of contact members. The backward moving body, which is configured to move backward, faces the stationary body. The biasing member, which is interposed between the backward moving body and the stationary body, biases the backward moving body in a restoring direction. The contact members, which are brought into or out of contact with each other by a forward or backward movement of the backward moving body, are moved together with the backward moving body. The stationary body includes an interposition which is interposed between the contact members for separating the contact members while the backward moving body is in a restored position, and which moves away from between the contact members to bring the contact members into contact with each other while the backward moving body is in a backward position.",UNITED STATES,UNITED STATES
utility,Portable oven,B1,15,11,6995340,11052872,2/9/2005,2/7/2006,3/5/2018,SMALL,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,3/5/2018,12.07945205,"A portable oven includes a foldable cooker and a chassis, and the foldable cooker has two symmetric sets of heating boxes, each having an electric heater installed therein and connected to an external power supply for producing heat, and a replaceable cooking utensil placed above the electric heater, so that when the electric heater is on, different ways of cooking can be accomplished. An axle is installed between the two heating boxes; the two heating boxes can be folded together for an easy carry after its use; a lock device is installed above the chassis and below the cooker to secure the opened oven onto the chassis for cooking.",UNITED STATES,UNITED STATES
utility,Multiple optical vortices for manipulating particles,B2,1,11,6995351,11059876,2/17/2005,2/7/2006,3/5/2018,SMALL,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,3/5/2018,12.07945205,"A method for creating large numbers of high-quality optical traps in arbitrary three-dimensional configurations and dynamically reconfiguring the traps under computer control. The method uses computer-generated diffractive optical elements to convert one or more optical tweezers into one or more optical vortices. The method involves combining the optical vortex technique with the holographic optical tweezer technique to create multiple optical vortices in arbitrary configurations. The method also involves employing the rotation induced in trapped particles by optical vortices to assemble clusters of particles into functional micromachines, to drive previously assembled micromachines, to pump fluids through microfluidics channels, to control flows of fluids through microfluidics channels, to mix fluids within microfluidics channels, to transport particles, to sort particles and to perform other related manipulations and transformations on matter over length scales.",UNITED STATES,UNITED STATES
utility,"Semiconductor device, radiation detection device, and radiation detection system",B2,14,11,6995373,11071245,3/4/2005,2/7/2006,3/7/2014,UNDISCOUNTED,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,3/10/2014,8.090410959,"By forming a redundant circuit of an extra wiring accompanied with no decrease in an aperture ratio for a photoelectric conversion element, the yield is prevented from being reduced due to wire breaking during a panel manufacturing process.A gate line Vg4 and a Vg redundant wiring are electrically insulated and are arranged so as to form a crossing G of the upper and lower lines. Since a Vg redundant wiring Y is formed concurrently with a Sig line, there is no need for additional manufacturing steps to form the Vg redundant wiring Y. If a breaking occurs in the gate line Vg4, the gate line Vg4 and the Vg redundant wiring Y are electrically connected to each other by irradiating the crossing G with a laser. Therefore, a gate drive pulse is also applied to a thin film transistor on the broken line through the Vg redundant wiring Y. Thus, any lowering in yield due to a breaking of the gate line Vg4 can be prevented without any decrease in the aperture ratio for the photoelectric conversion element.",UNITED STATES,UNITED STATES
utility,Multi-functional power source,B2,8,11,6995477,11042908,1/24/2005,2/7/2006,3/7/2014,SMALL,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,3/10/2014,8.090410959,"A multi-functional power source includes a generator and an engine arrangement to drive a crankshaft to rotate. The generator includes a generator housing, a rotor which couples with the crankshaft and includes a magnetic element coaxially and rotatably disposed within the generator housing and defining a magnetic cavity within the magnetic element, and a coil assembly coaxially disposed within the magnetic cavity such that when the magnetic element of the rotor is driven to rotate, the coil assembly is adapted for producing the induced electric power. An output axle, having an output end, is integrally extended from the crankshaft to a position out of the generator housing such that when the crankshaft drives the output axle to rotate, the output end of the output axle is adapted for producing an external mechanical power simultaneously when the generator produces the induced electric power.",UNITED STATES,UNITED STATES
utility,Gas turbine engine starter generator that selectively changes the number of rotor poles,B2,28,11,6995478,11118942,4/28/2005,2/7/2006,3/8/2010,UNDISCOUNTED,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,3/8/2010,4.082191781,"A rotating electrical machine, such as an aircraft starter-generator, that may be operated in either a motor mode or an generator mode. The machine includes a main rotor that is selectively configurable as an M-pole rotor or an N-pole rotor. The machine can also include DC brushes that are selectively moveable into, and out of, electrical contact the main rotor, to thereby electrically couple and decouple a DC power source to and from, respectively, the rotor windings.",UNITED STATES,UNITED STATES
utility,Hydro-electric farms,B2,10,11,6995479,11198705,8/5/2005,2/7/2006,3/5/2018,SMALL,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,3/5/2018,12.07945205,"An underwater hydro-electric farm comprising a plurality of electrical generator assemblies arranged in an array on a bottom surface of a body of water within an ocean current path to take generate power from a kinetic energy caused by the flow of the underwater current. Each assembly is installed in a cradle, which is anchored with a pile driven system to the bottom surface. Each assembly is a modular system allowing for easy swapping out of an assembly under water. Generated power is transmitted to a land based facility directly to or through an intermediate transfer station. Generator portion may have internally or externally supported field windings. Various configurations of propellers may be used, some with channels or solid vanes and another being a spiral shaped propeller. All water exposed surfaces of the generator and propeller portions are coated with a non-conductive, heat dissipating, anti-fouling and water specific protective coating.",UNITED STATES,UNITED STATES
utility,"Robot apparatus, and load absorbing apparatus and method",B2,1,11,6995535,11098481,4/5/2005,2/7/2006,3/8/2010,UNDISCOUNTED,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,3/8/2010,4.082191781,"To appropriately detect overload which may break a motor or deform a body and reduce the overload in the motor. The DC component of a load torque is derived from the sum of absolute values of a torque applied to a link connected to the output shaft of a motor and the generated torque of the motor, and it is determined that overload has been applied when the DC component exceeds a first threshold value for a prescribed period of time or longer. In addition, considering such a characteristic that the variation of energy applied to the output shaft of a motor is in proportion to a product of the torque and the angular velocity of the motor, the AC component of the load torque is detected based on the variation of energy, and it is predicted that overload will be applied when the AC component exceeds a second threshold value.",UNITED STATES,UNITED STATES
utility,User interface for operating upon an eye diagram to find optimum sampling parameters for a receiver,B1,14,11,6995553,11066700,2/24/2005,2/7/2006,3/8/2010,UNDISCOUNTED,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,3/8/2010,4.082191781,"Measurements for an eye diagram of a signal of interest are placed in a data structure that is examined to locate an eye opening of interest. The eye opening of interest has already been, or is subsequently, normalized into figure of merit units related to the operational voltage and timing requirements of the data receiver for that signal. The locations within the normalized eye opening may be taken as center locations for trial symmetric shapes that start out small and are enlarged until they first include locations not part of the normalized eye opening. The center of a largest such shape is mapped back into the units of the original eye diagram as optimum sampling parameters for data analysis equipment that uses the receiver to sample the signal once per unit interval to discover logical value. An alternative is to repeatedly remove the ‘outer layer’ of the normalized eye opening until only one location remains.",UNITED STATES,UNITED STATES
utility,Vector network analyzer mixer calibration using the unknown thru calibration,B1,23,11,6995571,11028161,1/3/2005,2/7/2006,3/8/2010,UNDISCOUNTED,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,3/8/2010,4.082191781,"In one embodiment, a method comprises applying a stimulus signal to a reference frequency translation device (FTD) by a vector network analyzer during a calibration mode, wherein the reference FTD possesses equal conversion efficiency in forward and reverse directions and the reference FTD possesses unknown input and output reflection characteristics; measuring a response of the reference FTD; and determining forward and reverse transmission tracking error terms using data from the measured response and single-port error calibration terms.",UNITED STATES,UNITED STATES
utility,Oscillator having multi-phase complementary outputs,B2,1,11,6995620,11050120,2/3/2005,2/7/2006,3/5/2018,UNDISCOUNTED,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,3/5/2018,12.07945205,"An oscillator having multi-phase complementary outputs comprises a first plurality of single ended amplifiers connected in series to form an input and an output and a second plurality of single ended amplifiers connected in series to form an input and an output. The first and second plurality have the same odd number of amplifiers, A first feedback path connects the output to the input of the first plurality of amplifiers to establish oscillations in the first plurality of amplifiers at a frequency dependent upon the delay time from the input to the output of the first plurality. A second feedback path connects the output to the input of the second plurality of amplifiers to establish oscillations in the second plurality of amplifiers at a frequency dependent upon the delay time from the input to the output of the second plurality. A first locking circuit is connected between comparable first points in the first and second plurality of amplifiers to ensure that the first points are oscillating in complementary fashion and a second locking circuit is connected between comparable second points in the first and second plurality of amplifiers to ensure that the second points are oscillating in complementary fashion.",UNITED STATES,UNITED STATES
utility,Structures producing a magnetic field with a gradient and a planar-spherical magnetic field source,B1,8,11,6995642,11193985,7/28/2005,2/7/2006,3/8/2010,UNDISCOUNTED,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,3/8/2010,4.082191781,"Magnetic field structures composed of stacked magnetic laminae that are magnetically oriented perpendicular to their planes and configured to cause a volume charge density and cancel the field effects of unwanted surface negative charges are provided. This arrangement causes a uniform volume magnetic charge density, which results in a magnetic field normal to the laminae. The stacked magnetic laminae magnetic field structures cancel the field effects of the deleterious unwanted surface charges because these surface charges are so situated that their contributions to the internal magnetic field mutually cancel each other, and thus they are no longer detrimental to the magnetic field created by the volume charge density.One embodiment provides a planar-spherical magnetic field gradient source structure.",UNITED STATES,UNITED STATES
utility,Transporting hazardous material using an optical reader or RFID reader,B1,24,11,6995673,11098325,4/4/2005,2/7/2006,3/7/2014,SMALL,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,3/10/2014,8.090410959,A preferred embodiment is directed to a method and system of identifying hazardous materials using an optical reader and an optical label. A first step is to locate the optical label on a transportation device. A second step is to activate a trigger control of the optical reader to engage power and begin scanning the optical label. Another step is to image the optical label to generate a first electromagnetic signal containing code of a hazardous material. Yet another step is to transmit the first electromagnetic signal to a host computer wherein the host computer transmits a second electromagnetic signal. A next step is to receive at the optical reader the second electromagnetic signal containing information on the hazardous material. The final step is to obtain the information about the hazardous material on a display of the optical reader.,UNITED STATES,UNITED STATES
utility,"Image processing apparatus and method, recording medium, and program thereof",B2,1,11,6995775,11081506,3/17/2005,2/7/2006,3/8/2010,UNDISCOUNTED,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,3/8/2010,4.082191781,"An image processing apparatus is provided for accurately recognizing an edge direction to perform an accurate image interpolation. A direction determining unit recognizes an edge direction of a remarked pixel and outputs it with information on its position to a reliability ranking unit and a directional distribution generating unit. A direction interpolating unit interpolates the remarked pixel in terms of directional interpolation. The reliability ranking unit determines whether or not a interpolated pixel is properly interpolated by the direction interpolating unit, ranks its reliability, and outputs a result to a directional distribution generating unit. This directional distribution generating unit generates directional distribution based on directional information and reliability information. A direction selecting unit recognizes an edge direction based on the directional distribution generated by the directional distribution generating unit.",UNITED STATES,UNITED STATES
utility,Electrically controllable device having variable optical and/or energy properties,B2,17,11,6995892,11064095,2/24/2005,2/7/2006,3/8/2010,UNDISCOUNTED,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,3/8/2010,4.082191781,"The subject of the invention is an electrically controllable device comprising at least one substrate provided with a functional stack of layers comprising at least two active layers separated by an electrolyte. The stack is placed between a lower electrode and an upper electrode. The device comprises n regions which are independently electrically controllable, using the lower electrode having a pattern A in one or two dimensions, the stack of layers, at least one of the active layers and the electrolyte of which having a pattern B in two dimensions, the upper electrode having a pattern C in two dimensions, so that the superposition of the patterns A, B and C, defines said n regions, with a physical discontinuity between two adjacent regions at least both at the level of the upper electrode and at the level of one of the active layers and of the electrolyte.",UNITED STATES,UNITED STATES
utility,"Production method of microlens array, liquid crystal display device and production method thereof, and projector",B2,1,11,6995916,11104938,4/13/2005,2/7/2006,3/5/2018,UNDISCOUNTED,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,3/5/2018,12.07945205,"A method of producing a microlens array includes a patterning step of forming a first optical resin layer having a first refractive index on a transparent substrate and forming a plurality of microlens planes arrayed in a two-dimensional pattern on the front surface of the first optical resin layer; a planarizing step of forming a planarized second optical resin layer; a joining step of providing a support layer on which a transparent protective film is previously formed; and a removing step of removing the support layer in such a manner that only the protective film remains on the second optical resin layer. The planarizing step is performed by filling irregularities of the microlens planes with a resin having a second refractive index and planarizing the front surface, opposed to the microlens planes, of the resin, to form the planarized second optical resin layer, and the joining step is performed by joining the support layer to the planarized second optical resin layer. With this method, a microlens array excellent in surface accuracy and flatness can be produced without the need of provision of a support layer made from glass.",UNITED STATES,UNITED STATES
utility,Method for improving head position determination in a disk drive,B1,21,11,6995941,11031616,1/7/2005,2/7/2006,3/5/2018,UNDISCOUNTED,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,3/5/2018,12.07945205,"A method is disclosed for improving head position determination in a disk drive having a transducer head and a rotating disk with a plurality of embedded servo wedges for defining a plurality of concentric data tracks. Each servo wedge has a plurality of servo bursts for providing radial track position information. In the method, the servo bursts within a servo wedge are read and a burst amplitude is determined for each servo burst. The burst amplitudes are compared to determine a radial servo position zone. A fine radial head position within the radial servo position zone is determined based on a ratio having a numerator consisting of an algebraic sum and difference of the burst amplitudes and a denominator consisting of an algebraic difference between a largest burst amplitude and a smallest burst amplitude.",UNITED STATES,UNITED STATES
utility,Magnetic heads for perpendicular recording and magnetic recording disk apparatus using the same,B2,6,11,6995949,11116301,4/28/2005,2/7/2006,3/7/2014,UNDISCOUNTED,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,3/10/2014,8.090410959,"A magnetic head includes a main pole having a first portion with a length (W1) in a cross-track direction which continuously increases from a leading edge side to a trailing edge side, a second portion formed on a trailing edge side of the first portion, and a third portion formed on a trailing edge side of the second portion. A length (W2) in the cross-track direction of a boundary line between the second portion and the third portion is longer than W1, and a length (W3) in the cross-track direction of a trailing edge of a third portion is substantially equal to W2. ",UNITED STATES,UNITED STATES
utility,Method for suppressing tribocharge in the assembly of magnetic heads,B2,4,11,6995958,11068269,2/28/2005,2/7/2006,3/5/2018,UNDISCOUNTED,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,3/5/2018,12.07945205,"A method for preventing electrostatic discharge (ESD) damage in the head-suspension assembly (HSA) construction process. The method teaches the formation of a novel GMR magnetic recording head on a conductive slider substrate, the GMR head being electrically connected to the substrate and its conducting leads having balanced resistances between the leads and the substrate. By establishing an electrical connection between the GMR head and the slider substrate, the entire HSA can be grounded during its construction. By also grounding any nearby conducting elements that could inadvertently contact the HSA or its parts, no accumulated tribocharges can discharge through the sensitive GMR sensor element.",UNITED STATES,UNITED STATES
utility,Switched mode power supply responsive to current derived from voltage across energy transfer element input,B2,12,11,6995986,11065330,2/23/2005,2/7/2006,3/5/2018,UNDISCOUNTED,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,3/5/2018,12.07945205,"A switched mode power supply having a regulated reflected voltage. In one embodiment, a switched mode power supply includes a power supply regulator coupled between a positive input supply rail of the power supply and a primary winding of an energy transfer element. The reflected voltage across the primary winding of the transfer element is related to the output voltage across a secondary winding of the energy transfer element according to the turns ratio of the energy transfer element. The power supply regulator is coupled to regulate the reflected voltage across the primary winding, thereby regulating the output voltage across secondary winding. In one embodiment, the reflected voltage across the primary winding is sensed through a current representative of the reflected voltage received by the power supply regulator.",UNITED STATES,UNITED STATES
utility,Pest repeller apparatus,B1,13,11,6996029,11118716,4/29/2005,2/7/2006,3/7/2014,SMALL,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,3/10/2014,8.090410959,"A pest repeller apparatus includes a plug engaging a housing. The housing contains an ultrasonic sound wave generating unit. The plug engages the housing such that, when the plug is plugged into a wall outlet, the housing is repositionably fixable in a plurality of positions so that, for example, the housing can be pointed at a 45 degree angle over furniture in the room.",UNITED STATES,UNITED STATES
utility,Belt drive control device and image forming apparatus including the same,B2,9,11,6996357,11180705,7/14/2005,2/7/2006,3/5/2018,UNDISCOUNTED,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,3/5/2018,12.07945205,"A belt drive control device of the present invention is constructed to sense the angular displacement or the angular velocity of a driven roller, separates from the angular displacement or the angular velocity sensed an AC component having a frequency that corresponds to the periodic thickness variation of an endless belt in the circumferential direction, and then controls the rotation of a drive roller in accordance with the amplitude and phase of the AC component.",UNITED STATES,UNITED STATES
utility,"Terminal unit, position display method, information providing system, and information providing method",B2,1,11,6996405,11075082,3/8/2005,2/7/2006,3/8/2010,UNDISCOUNTED,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,3/8/2010,4.082191781,"A radiocommunication system including a portable terminal, a base station and a server. The portable terminal transmits a destination to the server and further sends the ID number (CS—ID) of the base station coupled through a radio link to the portable terminal. The server has a table representative of a corresponding relationship between the ID number of the base station and the standing position of the base station and retrieves the position corresponding to the ID number thereof as the present position of the portable terminal from the table. Further, the server transmits map data corresponding to the present position of the portable terminal to the portable terminal.",UNITED STATES,UNITED STATES
utility,System and process for detection of weak or non-functioning cylinders in engines,B2,28,11,6996467,11098335,4/4/2005,2/7/2006,3/5/2018,UNDISCOUNTED,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,3/5/2018,12.07945205,A system for detecting conditions indicative of substandard performance of cylinders in an internal combustion engine includes an engine control unit disposed in operable communication with the engine and a computer disposed in informational communication with the engine control unit. A method for utilizing the system includes comparing fuel requirements of the engine operating under power of all cylinders and under the successive arrest of each of the cylinders or sets of cylinders. The process is repeated until each cylinder or set of cylinders is arrested and all of the data can be compiled and considered to determine the performance of each cylinder or set of cylinders. The system measures the required fuel with all cylinders operating and enables a recommendation to be made with respect to corrective or maintenance measures that should be undertaken with respect to the isolation of the individual cylinder(s) which may be determined to be weak or non-functioning.,UNITED STATES,UNITED STATES
utility,Compressed file system for non-volatile RAM,B2,6,11,6996696,11135199,5/23/2005,2/7/2006,3/5/2018,UNDISCOUNTED,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,3/5/2018,12.07945205,"Methods and arrangements are provided that significantly reduce or otherwise minimize the amount of NVRAM required within a given computing device. For example, a novel data structure and management scheme are provided in a manner that allows an NVRAM sector-based memory to appear as providing significantly more storage space than it physically has. This is accomplished by mapping a higher number of virtual sectors to a fewer number of physical sectors. Data written to a plurality of virtual sectors is compressed and written to physical sector(s). The information needed to associate the virtual and physical sectors can be maintained in a virtual sector table within less expensive RAM. If power is lost and the virtual sector table is no longer available in the RAM, then on power-up the virtual sector table is recreated based in information that is imbedded within the stored data structure in physical sectors of the NVRAM. The scheme promotes data integrity by carefully controlling the compression and decompression processes and providing data and operational step backup information to insure that data within the NVRAM is not lost by a sudden power loss, etc.",UNITED STATES,UNITED STATES
utility,Visor-type face shield for dentist,B1,8,11,6996846,11143520,6/2/2005,2/14/2006,3/15/2010,SMALL,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,3/15/2010,4.082191781,"An improved visor-type face shield for dentist includes a visor portion and a shield portion coupled to each other by a first pivotable connecting means and second pivotable connecting means. The visor portion comprises a visor assembly, including a visor member and a forehead member, a visor first extension, a visor second extension, and a band, which is coupled with the first and visor second extensions by the band first connection means and band second connection means respectively. The shield portion includes a face shielding means comprising a rest extended from the face shield inner surface, a shield lower portion, a shield upper portion, a shield first connecting means of the first pivotable connecting means, and a shield second connecting means of the second pivotable connecting means. The face shielding means has the curved configuration forming some kind of semi-circular shape or the like, and the lower portion of the face shielding means is bent below the dentist's chin while the upper portion of the face shielding means is bent over the dentist's head.",UNITED STATES,UNITED STATES
utility,Lettuce harvesting method,B2,1,11,6996964,11130386,5/16/2005,2/14/2006,3/12/2018,SMALL,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,3/12/2018,12.07945205,"A mobile harvesting method, which permits the automated harvesting of produce, preferably lettuce. The apparatus consists in its most basic form of a vehicle having a bandsaw positioned at a front portion thereof, the blade of which is positioned to slice the lettuce head at the desired location. The apparatus further includes a conveyor that transports the harvested produce from the cutting site and onto the apparatus. Preferably, the apparatus additionally features a washing conveyor, washing station, inspection station, and elevator conveyor, to assist in the further processing of harvested produce.",UNITED STATES,UNITED STATES
utility,Blocking device of the unwinding of threads from the feeding bobbins of a double-torque twister,B2,14,11,6996966,11050935,2/4/2005,2/14/2006,3/15/2010,UNDISCOUNTED,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,3/15/2010,4.082191781,"Blocking device of the unwinding of the threads from the feeding bobbins of a twisting spindle with superimposed bobbins inserted on their hollow pin, in which the threads are blocked with mechanical interceptors brought into their unwinding range at the entrance of the respective hollow pins and activated by means of sensors of the twisted thread situated downstream of the thread-guide curl.",UNITED STATES,UNITED STATES
utility,Regenerative heat pump system,B2,22,11,6997010,11117141,4/28/2005,2/14/2006,3/14/2014,UNDISCOUNTED,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,3/17/2014,8.090410959,"The present invention provides a regenerative heat pump system including a heat pump cycle, first storage vessel for storing a heat storage material, heat exchange device between first refrigerant and heat storage material for heating and decomposing the heat storage material by heat from a refrigerant, and heat exchange device between second refrigerant and an other heat storage material for transferring heat from the separated heat storage material to the refrigerant. The system also includes second storage vessel for storing the decomposed heat storage material, and heat generating device for generating heat by recombining the heat storage material stored in the second storage vessel and for heating a heating medium. The heat exchange device between the first refrigerant and the heat storage material is also used as a radiator of the heat pump cycle, and the heat exchange device between second refrigerant and the other heat storage material is also used as at least a part of an evaporator of the heat pump cycle.",UNITED STATES,UNITED STATES
utility,Wheel lock for a trailer,B1,4,11,6997022,11032066,1/10/2005,2/14/2006,3/15/2010,SMALL,Patent Expired Due to NonPayment of Maintenance Fees Under 37 CFR 1.362,3/15/2010,4.082191781,"A locking assembly is being used on a trailer and is installed on at least one wheel. The locking assembly consists of two locking bars that have U-shaped ends at an outer end and straight sections at an inner end. Each of the inner ends have a multiple of bores there through. When installed, the inner ends of the locking bars are received in a receiver box, which is attached to a cylindrical hub, in an overlapping relationship whereby any of the bores will align with each other. A locking pin is passed through the bores once the locking bars are in place and once the U-shaped ends are placed around a tire and properly matched with its size.",UNITED STATES,UNITED STATES
